# IdentifierStatus.txt
# Date: 2025-08-01, 18:11:48 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Security Mechanisms for UTS #39
# Version: 17.0.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr39
#
# Format
#
# Field 0: code point
# Field 1: Identifier_Status value
#          See the "Identifier_Status and Identifier_Type" table of UTS #39:
#          https://www.unicode.org/reports/tr39/#Identifier_Status_and_Type

#
# For the purpose of regular expressions, the property Identifier_Status is defined as
# an enumerated property of code points.
# The short name of Identifier_Status is ID_Status.
# The possible values are:
#   Allowed, Restricted
# The short name of each value is the same as its long name.

# All code points not explicitly listed for Identifier_Status
# have the value Restricted.

# @missing: 0000..10FFFF; Restricted


#	Identifier_Status:	Allowed

6B76..6B7C    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-6B76..CJK UNIFIED IDEOGRAPH-6B7C
6B7E..6BB7    ; Allowed    # 1.1   [58] CJK UNIFIED IDEOGRAPH-6B7E..CJK UNIFIED IDEOGRAPH-6BB7
6BB9..6BE8    ; Allowed    # 1.1   [48] CJK UNIFIED IDEOGRAPH-6BB9..CJK UNIFIED IDEOGRAPH-6BE8
6BEA..6BF0    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-6BEA..CJK UNIFIED IDEOGRAPH-6BF0
6BF2..6BF3    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-6BF2..CJK UNIFIED IDEOGRAPH-6BF3
6BF5..6BF9    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-6BF5..CJK UNIFIED IDEOGRAPH-6BF9
6BFB..6C09    ; Allowed    # 1.1   [15] CJK UNIFIED IDEOGRAPH-6BFB..CJK UNIFIED IDEOGRAPH-6C09
6C0B..6C1B    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-6C0B..CJK UNIFIED IDEOGRAPH-6C1B
6C1D..6C2C    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-6C1D..CJK UNIFIED IDEOGRAPH-6C2C
6C2E..6C3B    ; Allowed    # 1.1   [14] CJK UNIFIED IDEOGRAPH-6C2E..CJK UNIFIED IDEOGRAPH-6C3B
6C3D..6C44    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-6C3D..CJK UNIFIED IDEOGRAPH-6C44
6C46..6C6B    ; Allowed    # 1.1   [38] CJK UNIFIED IDEOGRAPH-6C46..CJK UNIFIED IDEOGRAPH-6C6B
6C6D          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-6C6D
6C6F..6C9F    ; Allowed    # 1.1   [49] CJK UNIFIED IDEOGRAPH-6C6F..CJK UNIFIED IDEOGRAPH-6C9F
6CA1..6CD7    ; Allowed    # 1.1   [55] CJK UNIFIED IDEOGRAPH-6CA1..CJK UNIFIED IDEOGRAPH-6CD7
6CD9..6CF3    ; Allowed    # 1.1   [27] CJK UNIFIED IDEOGRAPH-6CD9..CJK UNIFIED IDEOGRAPH-6CF3
6CF5..6D01    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-6CF5..CJK UNIFIED IDEOGRAPH-6D01
6D03..6D1B    ; Allowed    # 1.1   [25] CJK UNIFIED IDEOGRAPH-6D03..CJK UNIFIED IDEOGRAPH-6D1B
6D1D..6D23    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-6D1D..CJK UNIFIED IDEOGRAPH-6D23
6D25..6D70    ; Allowed    # 1.1   [76] CJK UNIFIED IDEOGRAPH-6D25..CJK UNIFIED IDEOGRAPH-6D70
6D72..6D80    ; Allowed    # 1.1   [15] CJK UNIFIED IDEOGRAPH-6D72..CJK UNIFIED IDEOGRAPH-6D80
6D82..6D95    ; Allowed    # 1.1   [20] CJK UNIFIED IDEOGRAPH-6D82..CJK UNIFIED IDEOGRAPH-6D95
6D97..6DAF    ; Allowed    # 1.1   [25] CJK UNIFIED IDEOGRAPH-6D97..CJK UNIFIED IDEOGRAPH-6DAF
6DB2..6DB5    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-6DB2..CJK UNIFIED IDEOGRAPH-6DB5
6DB7..6DFD    ; Allowed    # 1.1   [71] CJK UNIFIED IDEOGRAPH-6DB7..CJK UNIFIED IDEOGRAPH-6DFD
6E00          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-6E00
6E03..6E05    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-6E03..CJK UNIFIED IDEOGRAPH-6E05
6E07..6E11    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-6E07..CJK UNIFIED IDEOGRAPH-6E11
6E13..6E17    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-6E13..CJK UNIFIED IDEOGRAPH-6E17
6E19..6E29    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-6E19..CJK UNIFIED IDEOGRAPH-6E29
6E2B..6E4B    ; Allowed    # 1.1   [33] CJK UNIFIED IDEOGRAPH-6E2B..CJK UNIFIED IDEOGRAPH-6E4B
6E4D..6E6B    ; Allowed    # 1.1   [31] CJK UNIFIED IDEOGRAPH-6E4D..CJK UNIFIED IDEOGRAPH-6E6B
6E6D..6E7A    ; Allowed    # 1.1   [14] CJK UNIFIED IDEOGRAPH-6E6D..CJK UNIFIED IDEOGRAPH-6E7A
6E7E..6E8A    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-6E7E..CJK UNIFIED IDEOGRAPH-6E8A
6E8C..6E94    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-6E8C..CJK UNIFIED IDEOGRAPH-6E94
6E96..6EDA    ; Allowed    # 1.1   [69] CJK UNIFIED IDEOGRAPH-6E96..CJK UNIFIED IDEOGRAPH-6EDA
6EDC..6EE2    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-6EDC..CJK UNIFIED IDEOGRAPH-6EE2
6EE4..6F03    ; Allowed    # 1.1   [32] CJK UNIFIED IDEOGRAPH-6EE4..CJK UNIFIED IDEOGRAPH-6F03
6F05..6F0A    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-6F05..CJK UNIFIED IDEOGRAPH-6F0A
6F0C..6F41    ; Allowed    # 1.1   [54] CJK UNIFIED IDEOGRAPH-6F0C..CJK UNIFIED IDEOGRAPH-6F41
6F43..6F47    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-6F43..CJK UNIFIED IDEOGRAPH-6F47
6F49          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-6F49
6F4B..6F78    ; Allowed    # 1.1   [46] CJK UNIFIED IDEOGRAPH-6F4B..CJK UNIFIED IDEOGRAPH-6F78
6F7A..6F97    ; Allowed    # 1.1   [30] CJK UNIFIED IDEOGRAPH-6F7A..CJK UNIFIED IDEOGRAPH-6F97
6F99          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-6F99
6F9B..6F9E    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-6F9B..CJK UNIFIED IDEOGRAPH-6F9E
6FA0..6FB6    ; Allowed    # 1.1   [23] CJK UNIFIED IDEOGRAPH-6FA0..CJK UNIFIED IDEOGRAPH-6FB6
6FB8..6FC4    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-6FB8..CJK UNIFIED IDEOGRAPH-6FC4
6FC6..6FCF    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-6FC6..CJK UNIFIED IDEOGRAPH-6FCF
6FD1..6FD2    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-6FD1..CJK UNIFIED IDEOGRAPH-6FD2
6FD4..6FF4    ; Allowed    # 1.1   [33] CJK UNIFIED IDEOGRAPH-6FD4..CJK UNIFIED IDEOGRAPH-6FF4
6FF6..6FFC    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-6FF6..CJK UNIFIED IDEOGRAPH-6FFC
6FFE..700F    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-6FFE..CJK UNIFIED IDEOGRAPH-700F
7011..7012    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-7011..CJK UNIFIED IDEOGRAPH-7012
7014..7046    ; Allowed    # 1.1   [51] CJK UNIFIED IDEOGRAPH-7014..CJK UNIFIED IDEOGRAPH-7046
7048..704A    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7048..CJK UNIFIED IDEOGRAPH-704A
704C..704D    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-704C..CJK UNIFIED IDEOGRAPH-704D
704F..7071    ; Allowed    # 1.1   [35] CJK UNIFIED IDEOGRAPH-704F..CJK UNIFIED IDEOGRAPH-7071
7074..707A    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-7074..CJK UNIFIED IDEOGRAPH-707A
707C..7080    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-707C..CJK UNIFIED IDEOGRAPH-7080
7082..708C    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7082..CJK UNIFIED IDEOGRAPH-708C
708E..7096    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-708E..CJK UNIFIED IDEOGRAPH-7096
7098..709A    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7098..CJK UNIFIED IDEOGRAPH-709A
709C..70A9    ; Allowed    # 1.1   [14] CJK UNIFIED IDEOGRAPH-709C..CJK UNIFIED IDEOGRAPH-70A9
70AB..70B1    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-70AB..CJK UNIFIED IDEOGRAPH-70B1
70B3..70B5    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-70B3..CJK UNIFIED IDEOGRAPH-70B5
70B7..70D4    ; Allowed    # 1.1   [30] CJK UNIFIED IDEOGRAPH-70B7..CJK UNIFIED IDEOGRAPH-70D4
70D6..70FD    ; Allowed    # 1.1   [40] CJK UNIFIED IDEOGRAPH-70D6..CJK UNIFIED IDEOGRAPH-70FD
70FF..7107    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-70FF..CJK UNIFIED IDEOGRAPH-7107
7109..7123    ; Allowed    # 1.1   [27] CJK UNIFIED IDEOGRAPH-7109..CJK UNIFIED IDEOGRAPH-7123
7125..7132    ; Allowed    # 1.1   [14] CJK UNIFIED IDEOGRAPH-7125..CJK UNIFIED IDEOGRAPH-7132
7135..7156    ; Allowed    # 1.1   [34] CJK UNIFIED IDEOGRAPH-7135..CJK UNIFIED IDEOGRAPH-7156
7158..716A    ; Allowed    # 1.1   [19] CJK UNIFIED IDEOGRAPH-7158..CJK UNIFIED IDEOGRAPH-716A
716C          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-716C
716E..718C    ; Allowed    # 1.1   [31] CJK UNIFIED IDEOGRAPH-716E..CJK UNIFIED IDEOGRAPH-718C
718E..7195    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-718E..CJK UNIFIED IDEOGRAPH-7195
7197..71A5    ; Allowed    # 1.1   [15] CJK UNIFIED IDEOGRAPH-7197..CJK UNIFIED IDEOGRAPH-71A5
71A7..71AA    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-71A7..CJK UNIFIED IDEOGRAPH-71AA
71AC..71B5    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-71AC..CJK UNIFIED IDEOGRAPH-71B5
71B7..71CB    ; Allowed    # 1.1   [21] CJK UNIFIED IDEOGRAPH-71B7..CJK UNIFIED IDEOGRAPH-71CB
71CD..71D2    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-71CD..CJK UNIFIED IDEOGRAPH-71D2
71D4..71F2    ; Allowed    # 1.1   [31] CJK UNIFIED IDEOGRAPH-71D4..CJK UNIFIED IDEOGRAPH-71F2
71F4..71F9    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-71F4..CJK UNIFIED IDEOGRAPH-71F9
71FB..720A    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-71FB..CJK UNIFIED IDEOGRAPH-720A
720C..7210    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-720C..CJK UNIFIED IDEOGRAPH-7210
7212..7214    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7212..CJK UNIFIED IDEOGRAPH-7214
7216          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7216
7218..721F    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-7218..CJK UNIFIED IDEOGRAPH-721F
7221..7223    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7221..CJK UNIFIED IDEOGRAPH-7223
7226..722E    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-7226..CJK UNIFIED IDEOGRAPH-722E
7230..7233    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7230..CJK UNIFIED IDEOGRAPH-7233
7235..7244    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-7235..CJK UNIFIED IDEOGRAPH-7244
7246..724D    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-7246..CJK UNIFIED IDEOGRAPH-724D
724F          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-724F
7251..7254    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7251..CJK UNIFIED IDEOGRAPH-7254
7256..72AA    ; Allowed    # 1.1   [85] CJK UNIFIED IDEOGRAPH-7256..CJK UNIFIED IDEOGRAPH-72AA
72AC..72BD    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-72AC..CJK UNIFIED IDEOGRAPH-72BD
72BF..7301    ; Allowed    # 1.1   [67] CJK UNIFIED IDEOGRAPH-72BF..CJK UNIFIED IDEOGRAPH-7301
7303..730F    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-7303..CJK UNIFIED IDEOGRAPH-730F
7311..7327    ; Allowed    # 1.1   [23] CJK UNIFIED IDEOGRAPH-7311..CJK UNIFIED IDEOGRAPH-7327
7329..7352    ; Allowed    # 1.1   [42] CJK UNIFIED IDEOGRAPH-7329..CJK UNIFIED IDEOGRAPH-7352
7354..739B    ; Allowed    # 1.1   [72] CJK UNIFIED IDEOGRAPH-7354..CJK UNIFIED IDEOGRAPH-739B
739D..73C0    ; Allowed    # 1.1   [36] CJK UNIFIED IDEOGRAPH-739D..CJK UNIFIED IDEOGRAPH-73C0
73C2..73F2    ; Allowed    # 1.1   [49] CJK UNIFIED IDEOGRAPH-73C2..CJK UNIFIED IDEOGRAPH-73F2
73F4..73FA    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-73F4..CJK UNIFIED IDEOGRAPH-73FA
73FC..7417    ; Allowed    # 1.1   [28] CJK UNIFIED IDEOGRAPH-73FC..CJK UNIFIED IDEOGRAPH-7417
7419..7438    ; Allowed    # 1.1   [32] CJK UNIFIED IDEOGRAPH-7419..CJK UNIFIED IDEOGRAPH-7438
743A..743D    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-743A..CJK UNIFIED IDEOGRAPH-743D
743F..7446    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-743F..CJK UNIFIED IDEOGRAPH-7446
7448          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7448
744A..7457    ; Allowed    # 1.1   [14] CJK UNIFIED IDEOGRAPH-744A..CJK UNIFIED IDEOGRAPH-7457
7459..747A    ; Allowed    # 1.1   [34] CJK UNIFIED IDEOGRAPH-7459..CJK UNIFIED IDEOGRAPH-747A
747C..7483    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-747C..CJK UNIFIED IDEOGRAPH-7483
7485..7495    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-7485..CJK UNIFIED IDEOGRAPH-7495
7497..749C    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-7497..CJK UNIFIED IDEOGRAPH-749C
749E..74C6    ; Allowed    # 1.1   [41] CJK UNIFIED IDEOGRAPH-749E..CJK UNIFIED IDEOGRAPH-74C6
74C8          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-74C8
74CA..74CB    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-74CA..CJK UNIFIED IDEOGRAPH-74CB
74CD..74EA    ; Allowed    # 1.1   [30] CJK UNIFIED IDEOGRAPH-74CD..CJK UNIFIED IDEOGRAPH-74EA
74EC..751F    ; Allowed    # 1.1   [52] CJK UNIFIED IDEOGRAPH-74EC..CJK UNIFIED IDEOGRAPH-751F
7521..7540    ; Allowed    # 1.1   [32] CJK UNIFIED IDEOGRAPH-7521..CJK UNIFIED IDEOGRAPH-7540
7542..7551    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-7542..CJK UNIFIED IDEOGRAPH-7551
7553..7554    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-7553..CJK UNIFIED IDEOGRAPH-7554
7556..755D    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-7556..CJK UNIFIED IDEOGRAPH-755D
755F..7560    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-755F..CJK UNIFIED IDEOGRAPH-7560
7562..7570    ; Allowed    # 1.1   [15] CJK UNIFIED IDEOGRAPH-7562..CJK UNIFIED IDEOGRAPH-7570
7572..757A    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-7572..CJK UNIFIED IDEOGRAPH-757A
757C..7584    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-757C..CJK UNIFIED IDEOGRAPH-7584
7586..75A8    ; Allowed    # 1.1   [35] CJK UNIFIED IDEOGRAPH-7586..CJK UNIFIED IDEOGRAPH-75A8
75AA..75B6    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-75AA..CJK UNIFIED IDEOGRAPH-75B6
75B8..75DB    ; Allowed    # 1.1   [36] CJK UNIFIED IDEOGRAPH-75B8..CJK UNIFIED IDEOGRAPH-75DB
75DD..75ED    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-75DD..CJK UNIFIED IDEOGRAPH-75ED
75EF..762B    ; Allowed    # 1.1   [61] CJK UNIFIED IDEOGRAPH-75EF..CJK UNIFIED IDEOGRAPH-762B
762D..7643    ; Allowed    # 1.1   [23] CJK UNIFIED IDEOGRAPH-762D..CJK UNIFIED IDEOGRAPH-7643
7646..7650    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7646..CJK UNIFIED IDEOGRAPH-7650
7652..7654    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7652..CJK UNIFIED IDEOGRAPH-7654
7656..7672    ; Allowed    # 1.1   [29] CJK UNIFIED IDEOGRAPH-7656..CJK UNIFIED IDEOGRAPH-7672
7674..768C    ; Allowed    # 1.1   [25] CJK UNIFIED IDEOGRAPH-7674..CJK UNIFIED IDEOGRAPH-768C
768E..76A0    ; Allowed    # 1.1   [19] CJK UNIFIED IDEOGRAPH-768E..CJK UNIFIED IDEOGRAPH-76A0
76A3..76A4    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-76A3..CJK UNIFIED IDEOGRAPH-76A4
76A6..76A7    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-76A6..CJK UNIFIED IDEOGRAPH-76A7
76A9..76B2    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-76A9..CJK UNIFIED IDEOGRAPH-76B2
76B4..76B5    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-76B4..CJK UNIFIED IDEOGRAPH-76B5
76B7..76C0    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-76B7..CJK UNIFIED IDEOGRAPH-76C0
76C2..76CA    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-76C2..CJK UNIFIED IDEOGRAPH-76CA
76CC..76D8    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-76CC..CJK UNIFIED IDEOGRAPH-76D8
76DA..76EA    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-76DA..CJK UNIFIED IDEOGRAPH-76EA
76EC..76FF    ; Allowed    # 1.1   [20] CJK UNIFIED IDEOGRAPH-76EC..CJK UNIFIED IDEOGRAPH-76FF
7701          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7701
7703..770D    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7703..CJK UNIFIED IDEOGRAPH-770D
770F..7720    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-770F..CJK UNIFIED IDEOGRAPH-7720
7722..772A    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-7722..CJK UNIFIED IDEOGRAPH-772A
772C..773E    ; Allowed    # 1.1   [19] CJK UNIFIED IDEOGRAPH-772C..CJK UNIFIED IDEOGRAPH-773E
7740..7741    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-7740..CJK UNIFIED IDEOGRAPH-7741
7743..7763    ; Allowed    # 1.1   [33] CJK UNIFIED IDEOGRAPH-7743..CJK UNIFIED IDEOGRAPH-7763
7765..7795    ; Allowed    # 1.1   [49] CJK UNIFIED IDEOGRAPH-7765..CJK UNIFIED IDEOGRAPH-7795
7797..77A3    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-7797..CJK UNIFIED IDEOGRAPH-77A3
77A5..77BD    ; Allowed    # 1.1   [25] CJK UNIFIED IDEOGRAPH-77A5..CJK UNIFIED IDEOGRAPH-77BD
77BF..77C0    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-77BF..CJK UNIFIED IDEOGRAPH-77C0
77C2..77D1    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-77C2..CJK UNIFIED IDEOGRAPH-77D1
77D3..77DC    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-77D3..CJK UNIFIED IDEOGRAPH-77DC
77DE..77E3    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-77DE..CJK UNIFIED IDEOGRAPH-77E3
77E5          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-77E5
77E7..77F3    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-77E7..CJK UNIFIED IDEOGRAPH-77F3
77F6..7823    ; Allowed    # 1.1   [46] CJK UNIFIED IDEOGRAPH-77F6..CJK UNIFIED IDEOGRAPH-7823
7825..7835    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-7825..CJK UNIFIED IDEOGRAPH-7835
7837..7841    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7837..CJK UNIFIED IDEOGRAPH-7841
7843..7845    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7843..CJK UNIFIED IDEOGRAPH-7845
7847..784A    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7847..CJK UNIFIED IDEOGRAPH-784A
784C..7875    ; Allowed    # 1.1   [42] CJK UNIFIED IDEOGRAPH-784C..CJK UNIFIED IDEOGRAPH-7875
7877..7887    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-7877..CJK UNIFIED IDEOGRAPH-7887
7889..78C1    ; Allowed    # 1.1   [57] CJK UNIFIED IDEOGRAPH-7889..CJK UNIFIED IDEOGRAPH-78C1
78C3..78C6    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-78C3..CJK UNIFIED IDEOGRAPH-78C6
78C8..78D1    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-78C8..CJK UNIFIED IDEOGRAPH-78D1
78D3..78EF    ; Allowed    # 1.1   [29] CJK UNIFIED IDEOGRAPH-78D3..CJK UNIFIED IDEOGRAPH-78EF
78F1..78F7    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-78F1..CJK UNIFIED IDEOGRAPH-78F7
78F9..78FF    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-78F9..CJK UNIFIED IDEOGRAPH-78FF
7901..7907    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-7901..CJK UNIFIED IDEOGRAPH-7907
7909..790C    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7909..CJK UNIFIED IDEOGRAPH-790C
790E..7914    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-790E..CJK UNIFIED IDEOGRAPH-7914
7916..791E    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-7916..CJK UNIFIED IDEOGRAPH-791E
7921..7931    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-7921..CJK UNIFIED IDEOGRAPH-7931
7933..7935    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7933..CJK UNIFIED IDEOGRAPH-7935
7937..7958    ; Allowed    # 1.1   [34] CJK UNIFIED IDEOGRAPH-7937..CJK UNIFIED IDEOGRAPH-7958
795A..796B    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-795A..CJK UNIFIED IDEOGRAPH-796B
796D          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-796D
796F..7974    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-796F..CJK UNIFIED IDEOGRAPH-7974
7977..7985    ; Allowed    # 1.1   [15] CJK UNIFIED IDEOGRAPH-7977..CJK UNIFIED IDEOGRAPH-7985
7988..799D    ; Allowed    # 1.1   [22] CJK UNIFIED IDEOGRAPH-7988..CJK UNIFIED IDEOGRAPH-799D
799F..79A8    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-799F..CJK UNIFIED IDEOGRAPH-79A8
79AA..79BB    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-79AA..CJK UNIFIED IDEOGRAPH-79BB
79BD..79C3    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-79BD..CJK UNIFIED IDEOGRAPH-79C3
79C5..79C6    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-79C5..CJK UNIFIED IDEOGRAPH-79C6
79C8..79CB    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-79C8..CJK UNIFIED IDEOGRAPH-79CB
79CD..79D3    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-79CD..CJK UNIFIED IDEOGRAPH-79D3
79D5..79D6    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-79D5..CJK UNIFIED IDEOGRAPH-79D6
79D8..7A00    ; Allowed    # 1.1   [41] CJK UNIFIED IDEOGRAPH-79D8..CJK UNIFIED IDEOGRAPH-7A00
7A02..7A06    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-7A02..CJK UNIFIED IDEOGRAPH-7A06
7A08          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7A08
7A0A..7A2B    ; Allowed    # 1.1   [34] CJK UNIFIED IDEOGRAPH-7A0A..CJK UNIFIED IDEOGRAPH-7A2B
7A2D..7A37    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7A2D..CJK UNIFIED IDEOGRAPH-7A37
7A39          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7A39
